sentence,relation,entities,sentence_no_tags
"His work has led to new treatments for addicts, tests for drug intoxication and understanding of how <e1>heroin</e1>, other opiates and cocaine cause dependence and <e2>withdrawal</e2>.",0,"['heroin', 'withdrawal']","His work has led to new treatments for addicts, tests for drug intoxication and understanding of how heroin, other opiates and cocaine cause dependence and withdrawal."
<e1>Shrinkage</e1> from <e2>washing</e2> has always been considered a serious problem for cotton knitted fabrics.,1,"['Shrinkage', 'washing']",Shrinkage from washing has always been considered a serious problem for cotton knitted fabrics.
"This article goes some wat towards, identifying some of the <e1>conflicts</e1> arose from the previous and present agricultural <e2>development</e2>.",1,"['conflicts', 'development']","This article goes some wat towards, identifying some of the conflicts arose from the previous and present agricultural development."
The <e1>disruption</e1> caused by the latest Christmas <e2>terrorist</e2> has added too much to the weary trip home.,1,"['disruption', 'terrorist']",The disruption caused by the latest Christmas terrorist has added too much to the weary trip home.
The Barbarian <e1>invasions</e1> of the fifth century were triggered by the <e2>destruction</e2> of the Gothic kingdoms by the Huns in 372-375.,1,"['invasions', 'destruction']",The Barbarian invasions of the fifth century were triggered by the destruction of the Gothic kingdoms by the Huns in 372-375.
Ho Chi Minh City and Hanoi are in <e1>floods</e1> after the <e2>rain</e2>.,1,"['floods', 'rain']",Ho Chi Minh City and Hanoi are in floods after the rain.
Eighty percent of the mortgage <e1>fraud</e1> has been caused by the banks and the lending <e2>institutions</e2>.,1,"['fraud', 'institutions']",Eighty percent of the mortgage fraud has been caused by the banks and the lending institutions.
"Using solar electricity instead of conventional electricity sources helps to reduce <e1>pollution</e1> that causes <e2>smog</e2>, acid rain, respiratory illness and global warming.",0,"['pollution', 'smog']","Using solar electricity instead of conventional electricity sources helps to reduce pollution that causes smog, acid rain, respiratory illness and global warming."
"It gets a little bit ""chicken first or egg first"" on examination but the primary truth is that the <e1>attacks</e1> are caused by the <e2>fear</e2> of the attacks themselve.",1,"['attacks', 'fear']","It gets a little bit ""chicken first or egg first"" on examination but the primary truth is that the attacks are caused by the fear of the attacks themselve."
The big <e1>bang</e1> was caused by the <e2>collision</e2> of two parallel universes.,1,"['bang', 'collision']",The big bang was caused by the collision of two parallel universes.
"The <e1>increase</e1> in customers, though, caused a <e2>strain</e2> on the company servers.",0,"['increase', 'strain']","The increase in customers, though, caused a strain on the company servers."
The <e1>lymphomas</e1> are caused by neoplastic <e2>proliferation</e2> of cells in the lymphoid system.,1,"['lymphomas', 'proliferation']",The lymphomas are caused by neoplastic proliferation of cells in the lymphoid system.
"<e1>Acne</e1> is caused by <e2>infections</e2> that occur when pores in the skin are filled with oil, dirt, or other substances.",1,"['Acne', 'infections']","Acne is caused by infections that occur when pores in the skin are filled with oil, dirt, or other substances."
"A girl with a mitochondrial disorder who developed a neurodegenerative disorder with ""features of autism"" after getting a <e1>fever</e1> from <e2>vaccines</e2>.",1,"['fever', 'vaccines']","A girl with a mitochondrial disorder who developed a neurodegenerative disorder with ""features of autism"" after getting a fever from vaccines."
"The <e1>storm</e1> caused a tremendous amount of <e2>damage</e2> on the landing beaches, and for the time completely isolated the troops at Anzac.",0,"['storm', 'damage']","The storm caused a tremendous amount of damage on the landing beaches, and for the time completely isolated the troops at Anzac."
"But in 1993, Montalban had a 10-hour surgery to try to alleviate the pain and <e1>discomfort</e1> from this <e2>injury</e2>.",1,"['discomfort', 'injury']","But in 1993, Montalban had a 10-hour surgery to try to alleviate the pain and discomfort from this injury."
"Celiac <e1>disease</e1> (CD) is an inflammatory disorder of the upper small intestine triggered by the <e2>ingestion</e2> of wheat, rye, barley, and possibly oat products.",1,"['disease', 'ingestion']","Celiac disease (CD) is an inflammatory disorder of the upper small intestine triggered by the ingestion of wheat, rye, barley, and possibly oat products."
Swine Flu - Popular name for the <e1>illness</e1> caused by the H1N1 <e2>virus</e2>.,1,"['illness', 'virus']",Swine Flu - Popular name for the illness caused by the H1N1 virus.
Both ships caught <e1>fire</e1> after the <e2>collision</e2> but the blazes were brought under control.,1,"['fire', 'collision']",Both ships caught fire after the collision but the blazes were brought under control.
"<e1>Sadness</e1> leads to <e2>inspiration</e2>, so in this story of love and hate, respect and betrayal, learn about the history of the Mexican Wrestling Wars.",0,"['Sadness', 'inspiration']","Sadness leads to inspiration, so in this story of love and hate, respect and betrayal, learn about the history of the Mexican Wrestling Wars."
"Since the bar sold alcohol to a person that was already obviously intoxicated, it became liable for the subsequent <e1>harm</e1> that was caused by the drunk <e2>driver</e2>.",1,"['harm', 'driver']","Since the bar sold alcohol to a person that was already obviously intoxicated, it became liable for the subsequent harm that was caused by the drunk driver."
Asia feels the <e1>pain</e1> caused by the <e2>crisis</e2> but could be poised for rapid recovery.,1,"['pain', 'crisis']",Asia feels the pain caused by the crisis but could be poised for rapid recovery.
The <e1>boom</e1> and shaking was caused by the <e2>asteroid</e2> that passed Earth yesterday.,1,"['boom', 'asteroid']",The boom and shaking was caused by the asteroid that passed Earth yesterday.
"On the morning of May 25, many schools in northeast China were evacuated because of the <e1>earthquake</e1> caused by the North Korea <e2>nuclear test</e2>.",1,"['earthquake', 'nuclear test']","On the morning of May 25, many schools in northeast China were evacuated because of the earthquake caused by the North Korea nuclear test."
Seborrheic <e1>dermatitis</e1> is one of the causes for <e2>dandruff</e2>.,0,"['dermatitis', 'dandruff']",Seborrheic dermatitis is one of the causes for dandruff.
"Sierra Leone in the wake of the <e1>devastation</e1> caused by the decade old civil <e2>conflict</e2> in every sector of our society, the education sector, being key.",1,"['devastation', 'conflict']","Sierra Leone in the wake of the devastation caused by the decade old civil conflict in every sector of our society, the education sector, being key."
Hepatitis B is a potentially life-threatening liver <e1>infection</e1> caused by the hepatitis B <e2>virus</e2>.,1,"['infection', 'virus']",Hepatitis B is a potentially life-threatening liver infection caused by the hepatitis B virus.
"On investigation, however, it was found that all the <e1>noise</e1> was caused by the <e2>arrival</e2> of Fred Riemer with an ox-team load of flour.",1,"['noise', 'arrival']","On investigation, however, it was found that all the noise was caused by the arrival of Fred Riemer with an ox-team load of flour."
"This meeting was called in response to a request of Eastern labor papers, but happened to fall amid the <e1>excitement</e1> caused by the Pittsburgh <e2>riot</e2>.",1,"['excitement', 'riot']","This meeting was called in response to a request of Eastern labor papers, but happened to fall amid the excitement caused by the Pittsburgh riot."
"Many commercial soap, shower gel or cleanser products contain preservatives, colorants and <e1>chemicals</e1> that cause dryness, rashes, itchiness and <e2>roughness</e2> on the skin.",0,"['chemicals', 'roughness']","Many commercial soap, shower gel or cleanser products contain preservatives, colorants and chemicals that cause dryness, rashes, itchiness and roughness on the skin."
"Priority must be given to efforts to combat <e1>insecurity</e1> and thus poverty, major cause of <e2>violence</e2> most often experienced by poorest.",0,"['insecurity', 'violence']","Priority must be given to efforts to combat insecurity and thus poverty, major cause of violence most often experienced by poorest."
"The <e1>compromises</e1> contained in the agreement caused the civil <e2>war</e2> in the 26 counties in June 1922-April 1923, in which the pro-Treaty Provisional Government defeated the anti-Treaty Republican forces.",0,"['compromises', 'war']","The compromises contained in the agreement caused the civil war in the 26 counties in June 1922-April 1923, in which the pro-Treaty Provisional Government defeated the anti-Treaty Republican forces."
